29,20,5,13,7,11,19,4,5,21,21,14,54,29,29,0,7,14,8,19,12,22,2,20,4,4,8,14,0,7,14,0,28,36,23,23,23,36,22,14,16,37,30,10,4,50,16,3,23,17,26,35,36,14,36,17,18,4,20,7,9,24,37,4,14,0,13,13,6,8,2,5,25,3,4,39,36,31,20,14,25,23,11,32,6,16,21,15,4,11,4,19,25,14,10,8,33,26,28,15,23,10,19,37,6,34,10,8,26,1,2,7,3,55,8,15,6,27,0,26,9,48,21,12,5,2,9,20,44,36,32,7,9,37,34,34,6,10,18,8,13,44,33,4,19,3,46,15,24,13,3,36,16,0,5,10,12
38,19,15,13,5,8,11,35,19,3,14,2,5,27,16,27,22,14,12,18,5,23,21,23,5,11,40,26,11,21,8,32,15,18,8,43,18,13,27,27,47,7,3,3,7,18,3,10,14,7,10,2,2,54,16,3,0,10,26,4,0,40,14,18,7,5,4,3,24,29,4,21,17,46,33,18,7,17,23,21,16,28,17,16,41,7,12,1,27,16,11,10,12,6,1,8,45,4,2,21,16,4,12,15,51,2,8,21,37,16,0,2,5,3,17,6,18,5,7,31,14,6,14,13,32,10,6,10,16,15,6,0,4,13,22,33,42,7,5,23,32,25,23,21,8,35,10,22,19,5,27,32,13,0,12,11,0
17,27,7,23,14,32,8,7,16,6,0,5,23,18,16,9,19,9,4,21,7,19,36,0,14,8,0,22,0,49,1,0,6,20,52,16,32,3,32,18,23,7,2,34,10,30,9,23,14,0,0,16,8,8,18,45,0,8,31,23,36,6,15,9,28,45,7,2,31,51,6,41,5,17,2,3,19,11,27,34,37,16,10,8,8,4,17,9,3,28,32,10,14,27,42,16,24,23,2,1,15,16,9,19,18,45,14,19,22,29,25,16,2,2,3,37,7,9,8,14,12,22,33,27,9,15,3,34,0,15,3,40,26,22,4,31,12,21,5,39,21,14,18,39,17,15,17,19,3,14,14,3,9,10,21,35,11
12,21,44,15,1,0,34,5,25,6,9,10,0,28,20,39,19,0,10,39,35,45,19,15,23,12,13,32,4,38,4,6,3,27,34,5,35,19,15,10,18,2,14,26,2,26,22,14,11,4,20,10,13,3,17,20,5,38,16,2,3,28,30,30,23,5,30,13,19,24,17,13,32,23,11,0,11,30,2,1,17,34,20,77,11,10,4,6,15,18,12,41,20,17,0,6,1,9,9,4,2,7,39,15,4,0,31,8,38,21,19,20,21,6,27,23,23,21,10,10,25,1,9,31,27,19,56,27,28,10,3,6,1,12,39,15,30,15,7,14,12,2,28,9,5,29,69,57,6,17,20,22,49,3,21,39,33
45,3,5,7,9,4,24,12,36,7,10,14,23,0,19,9,26,42,8,22,11,1,29,7,23,12,16,0,7,13,19,6,1,42,0,33,5,31,3,25,18,4,15,7,27,9,17,11,36,18,27,23,14,39,30,14,16,15,3,0,32,33,14,4,5,3,12,28,32,27,1,24,5,22,0,29,9,4,36,13,5,6,16,6,5,15,6,24,16,2,1,8,20,12,11,32,1,23,17,16,18,4,33,18,31,13,7,2,5,26,29,14,8,54,31,12,4,19,9,13,36,0,3,24,15,9,9,17,35,44,16,37,6,12,11,21,23,9,11,3,4,2,21,14,10,36,5,15,8,45,26,4,16,47,23,15,38
35,24,37,23,26,10,19,17,11,8,25,1,2,56,10,42,6,15,1,20,1,23,18,26,17,13,17,1,39,19,19,3,2,8,4,11,14,2,24,4,6,15,21,25,48,12,11,4,22,6,16,5,9,11,20,30,37,32,4,20,7,30,49,12,11,17,1,15,7,25,24,9,6,31,17,31,21,23,4,32,26,32,16,5,31,12,16,6,20,12,20,19,17,28,54,42,11,4,39,45,12,26,37,28,8,4,27,12,1,4,18,19,15,22,3,11,23,45,60,14,13,28,48,4,37,26,34,17,33,12,0,22,18,23,11,23,2,9,8,8,23,14,22,22,10,18,36,8,5,22,0,52,1,26,25,0,5
28,9,17,17,13,4,28,26,14,15,5,12,25,15,18,20,41,12,3,21,37,22,3,24,30,2,0,13,1,48,5,4,18,15,9,11,16,12,1,3,12,6,26,16,33,27,11,37,2,15,22,0,21,16,48,45,14,32,47,20,0,24,8,6,36,27,30,3,3,1,44,1,21,37,19,10,0,14,1,40,5,36,5,17,5,28,15,7,24,37,0,18,17,12,1,36,12,19,31,29,8,8,12,25,26,24,12,25,0,18,7,14,0,18,18,7,13,23,4,11,28,28,6,0,25,16,23,21,20,10,8,18,1,30,2,17,24,14,41,14,3,5,47,6,2,13,22,33,14,31,19,7,22,28,24,6,1
21,19,4,24,4,4,7,28,9,36,8,32,25,19,15,5,3,25,12,7,36,28,35,26,39,10,4,2,32,39,30,6,4,16,35,5,10,6,5,5,44,46,4,15,33,14,15,5,3,8,44,16,3,3,22,17,14,17,50,12,10,25,1,10,35,13,17,26,3,7,3,22,9,14,1,6,27,8,8,8,23,21,13,15,14,21,19,17,14,18,40,7,2,22,30,4,13,8,8,16,22,22,46,5,22,1,21,10,26,16,14,11,11,38,12,10,2,24,6,17,8,32,0,6,9,11,18,29,17,56,40,0,22,41,2,8,6,26,28,15,7,16,3,0,17,13,23,16,12,21,21,33,23,33,39,3,20
19,36,3,32,38,11,1,17,12,21,15,23,3,10,2,3,37,41,13,43,11,62,3,38,23,22,1,32,6,12,10,32,0,5,22,4,26,10,21,4,7,4,0,11,20,25,12,33,9,17,17,28,10,45,25,44,15,2,21,47,19,19,30,38,32,34,6,19,18,22,31,23,37,24,20,1,13,8,1,16,4,35,33,27,11,23,6,26,22,1,27,7,19,18,20,14,14,30,25,17,48,18,4,25,16,22,5,5,6,16,1,31,36,45,18,7,11,31,16,14,15,0,23,32,6,32,2,6,16,12,6,8,36,29,25,21,1,48,35,13,36,34,10,16,23,0,34,26,13,13,11,30,32,16,20,7,22
15,2,23,8,43,21,33,3,21,28,2,12,36,13,11,1,4,7,11,5,9,9,25,3,16,14,37,2,7,26,15,12,17,10,12,24,7,19,10,12,4,15,9,36,6,3,7,8,23,1,13,3,30,33,22,2,2,7,5,9,8,26,39,10,21,15,7,6,11,16,14,23,23,2,7,19,16,22,29,10,5,5,11,4,39,9,2,12,20,5,4,17,12,6,10,12,28,19,48,2,44,14,4,16,2,38,27,11,7,36,7,26,10,44,4,24,46,13,0,4,44,14,52,5,9,6,43,33,15,16,7,2,23,4,15,5,11,22,6,8,23,10,23,7,12,37,33,13,22,2,11,7,36,31,41,10,0
34,15,2,47,15,8,4,4,3,1,6,21,15,24,4,0,22,0,1,0,40,8,11,4,35,32,12,20,34,7,0,31,18,28,15,29,25,17,7,0,9,17,22,22,7,14,12,46,15,38,6,43,9,22,15,40,35,28,30,41,5,20,8,11,7,7,5,10,48,33,14,15,5,6,27,2,20,21,17,10,10,23,23,41,29,4,3,0,46,1,3,4,6,5,4,11,32,15,30,36,4,12,14,23,18,0,17,3,16,11,6,37,9,29,0,8,17,0,44,25,9,39,18,31,39,19,1,22,32,24,2,6,9,60,6,12,10,15,28,6,13,29,2,6,12,5,12,47,8,17,25,19,0,1,1,18,0
9,26,27,9,26,1,8,8,29,29,47,0,31,10,6,10,23,20,2,9,33,4,23,11,23,29,13,61,25,7,6,36,6,16,24,6,6,38,32,31,14,35,35,8,25,23,25,22,18,9,37,9,8,47,0,17,40,10,25,4,18,33,56,51,40,15,24,22,42,10,29,9,7,24,15,61,8,19,0,12,17,27,1,15,24,14,8,2,8,13,47,13,19,0,16,0,14,40,0,3,17,17,35,14,24,0,16,12,30,33,27,8,2,1,19,9,11,4,20,16,35,16,24,8,14,35,38,29,16,7,31,36,5,5,20,40,26,18,14,37,7,16,16,32,5,5,4,8,44,28,23,20,2,15,58,26,5
49,31,2,33,6,1,25,7,21,11,49,4,11,26,1,22,25,1,7,7,0,11,19,16,31,42,4,4,10,14,2,1,5,24,6,50,5,2,9,23,10,11,7,14,41,26,32,34,28,5,59,31,10,18,2,0,8,1,22,17,16,48,39,20,20,12,9,15,17,7,16,3,29,12,12,2,1,50,20,22,20,0,21,14,11,20,13,31,24,26,20,16,9,35,4,22,15,5,8,6,2,4,26,23,33,7,10,26,10,37,19,26,22,26,6,8,18,18,6,20,15,24,16,37,14,9,42,35,29,28,44,5,3,40,11,4,30,5,7,46,3,0,12,12,15,31,25,1,10,12,32,45,4,43,33,5,2
2,22,32,1,17,5,32,13,9,25,17,6,30,7,0,10,26,5,20,30,22,3,21,8,55,6,14,10,5,4,20,0,27,10,6,18,4,8,15,35,5,37,5,23,7,14,3,17,10,15,16,29,14,12,55,11,23,25,1,12,17,36,4,11,10,9,6,31,19,17,8,22,26,4,13,5,20,28,5,7,1,50,0,42,33,39,22,5,3,22,8,18,27,18,0,20,4,5,1,27,0,3,6,38,16,39,2,24,52,28,38,30,8,0,2,15,24,23,6,20,17,22,6,28,1,19,19,9,38,21,4,20,63,8,31,5,10,9,18,1,49,22,9,21,15,32,26,31,10,16,8,1,41,0,2,7,24
8,47,11,47,14,18,7,28,27,33,37,49,44,32,24,5,15,24,1,60,3,11,10,5,12,50,5,23,19,2,11,34,16,17,18,25,31,21,5,29,81,37,3,13,45,8,3,5,29,52,10,42,20,32,12,14,22,7,7,17,44,31,14,19,7,29,39,8,38,4,24,3,1,9,30,16,26,45,10,2,8,13,14,27,38,33,3,0,5,21,6,21,19,17,12,6,37,8,2,23,27,7,12,24,21,41,10,24,10,25,25,21,17,1,17,27,5,14,23,0,6,2,29,17,12,9,8,31,28,5,65,7,13,2,16,25,4,15,12,1,14,25,31,6,13,36,10,5,28,63,15,31,25,10,6,7,32
24,17,12,18,18,3,40,7,8,11,35,25,8,9,14,9,17,3,4,47,38,7,46,17,24,20,14,30,26,36,10,36,50,23,36,23,8,23,27,7,9,17,5,25,8,27,45,11,2,6,0,14,8,26,16,18,36,23,35,33,15,22,12,12,1,19,3,16,8,5,43,24,4,37,13,28,12,8,1,16,23,12,2,41,4,27,3,7,3,32,15,16,31,50,17,3,0,30,29,9,39,24,22,14,0,15,40,5,21,22,3,35,16,12,21,20,7,1,13,1,29,8,7,15,24,44,13,4,35,26,0,22,10,0,12,20,47,33,8,18,24,10,2,0,22,42,52,19,11,27,16,29,8,56,44,16,17
18,25,22,10,19,14,32,1,16,27,27,8,27,35,11,2,44,20,2,29,15,1,32,19,19,23,0,1,16,19,31,15,10,26,0,1,16,7,20,27,28,38,0,23,0,11,21,28,20,9,20,55,11,14,3,22,31,17,19,41,2,18,28,3,31,34,15,25,6,20,12,30,39,13,37,25,11,25,13,18,17,29,5,21,18,21,20,27,9,27,16,11,12,12,19,13,3,5,6,6,21,20,15,0,13,17,21,34,9,17,15,43,1,32,2,28,22,11,7,3,6,6,27,38,15,14,11,3,26,2,11,1,5,2,20,21,20,29,36,9,35,20,20,14,16,2,8,24,55,13,30,27,25,3,21,35,20
37,22,16,0,22,10,1,12,46,3,34,20,3,15,20,35,15,17,30,36,16,20,6,33,15,5,3,27,39,30,4,10,0,44,2,21,18,22,7,28,31,7,5,28,36,5,7,9,13,30,19,2,14,42,6,14,11,29,6,21,13,6,3,43,11,27,10,32,24,18,23,19,14,6,37,15,9,44,13,22,38,9,22,9,15,12,10,14,1,26,11,32,4,5,2,7,17,11,37,12,19,1,15,24,9,8,14,19,3,8,1,3,13,31,30,5,26,22,34,16,17,13,16,4,1,26,16,14,15,35,19,44,20,32,23,1,11,13,4,11,44,17,24,37,23,3,22,26,14,13,7,40,19,21,28,3,21
26,2,13,3,14,44,20,38,2,31,45,9,9,11,2,9,6,15,40,26,2,24,21,5,2,2,17,28,10,42,29,44,9,31,36,39,38,35,45,0,20,43,0,7,5,3,32,14,3,17,3,39,6,27,47,0,20,46,13,15,7,15,8,23,3,44,22,10,19,11,5,12,49,31,52,30,10,1,20,35,56,13,46,8,29,16,4,16,31,15,6,25,6,31,36,4,34,38,38,9,26,3,9,27,18,41,11,4,3,1,11,6,32,39,11,21,15,15,10,17,8,33,4,18,5,2,10,3,0,0,15,9,17,4,32,21,35,18,35,3,21,20,15,14,17,2,8,32,9,15,12,0,40,44,15,1,8
10,27,33,3,4,3,18,3,14,12,30,44,13,32,40,0,6,7,17,4,18,34,4,14,1,7,24,28,7,13,16,9,15,21,26,18,21,36,3,0,19,55,6,16,6,4,11,17,16,12,11,13,0,6,2,6,19,15,1,24,52,17,3,26,25,5,9,31,0,16,18,31,7,0,35,28,17,15,13,25,13,10,26,16,3,11,13,13,26,1,54,9,44,7,27,8,12,27,11,40,4,25,12,0,34,2,23,27,21,28,19,19,55,21,6,7,32,27,8,21,10,4,11,42,13,34,3,29,13,11,20,17,8,29,22,10,9,2,4,45,28,5,18,0,21,13,5,10,39,8,0,3,23,46,2,29,7
46,18,8,1,27,5,33,29,2,46,6,38,26,21,13,20,14,14,34,32,31,11,30,36,24,16,5,41,13,39,2,65,3,3,11,11,8,26,3,18,0,28,9,45,47,6,20,15,15,17,6,32,5,33,11,0,12,13,44,6,44,2,12,1,14,51,44,23,2,10,6,9,5,5,31,46,34,15,53,1,24,19,19,14,16,13,0,16,21,37,7,5,31,3,5,13,17,5,9,17,6,27,26,8,10,35,12,10,2,7,24,12,22,3,36,57,7,6,20,21,11,20,24,21,18,2,42,11,9,19,61,2,10,9,19,14,15,5,13,23,25,12,5,33,17,18,12,11,13,19,30,20,1,2,0,8,35
10,12,18,18,15,43,17,16,24,21,5,16,7,21,34,13,5,4,19,15,29,30,4,34,7,7,11,25,21,35,14,2,5,7,5,6,11,44,38,5,2,30,16,32,7,2,16,17,2,46,6,16,22,50,51,3,41,50,28,1,7,20,5,3,3,1,14,16,14,37,35,32,33,3,14,1,10,26,34,10,30,0,31,8,6,55,6,9,29,10,0,21,13,3,20,2,17,55,8,6,41,50,15,12,32,34,6,35,40,6,14,1,16,13,11,0,16,6,19,7,12,10,3,24,2,21,12,2,27,26,20,2,0,4,5,0,23,32,14,9,2,21,18,27,4,24,28,17,0,1,8,34,39,4,38,11,33
31,27,42,12,13,20,3,14,52,6,9,30,10,35,15,8,37,17,4,1,41,8,34,11,41,3,3,41,13,9,21,9,19,15,2,17,25,30,23,10,0,19,14,32,10,25,12,43,6,26,8,16,30,23,1,21,29,3,27,29,31,31,55,20,1,38,2,22,9,23,17,16,0,66,5,50,22,12,24,2,6,24,2,19,14,39,5,21,19,15,3,9,4,53,41,57,1,8,21,12,3,30,20,10,15,15,7,23,34,2,21,11,3,13,13,1,58,26,5,21,19,13,29,55,36,36,26,25,1,3,13,13,16,23,6,24,9,6,13,16,20,29,5,5,17,27,29,17,7,1,20,26,2,23,29,29,24
1,20,17,16,5,0,2,1,16,7,23,47,19,1,40,0,19,32,3,20,2,13,28,1,6,3,27,7,26,4,15,19,29,10,27,9,14,15,30,3,0,32,3,3,46,14,36,37,10,5,9,3,24,14,21,1,25,30,2,13,23,10,26,31,13,4,13,17,1,24,27,4,12,19,47,26,47,7,36,2,31,47,35,12,13,4,26,8,12,6,8,4,28,14,23,28,11,16,12,7,52,13,33,15,10,20,53,37,18,27,0,24,30,11,10,1,13,40,1,14,9,19,2,29,3,19,6,17,5,9,2,25,23,26,44,3,0,21,9,26,33,3,2,4,14,29,19,35,42,21,2,38,9,1,19,17,0
26,13,6,5,3,30,11,3,3,32,41,8,0,14,4,0,27,26,14,7,0,5,3,56,30,35,23,13,3,3,24,57,51,20,3,41,31,6,19,45,36,24,3,16,14,6,6,1,27,10,6,9,27,17,14,2,9,22,15,6,7,17,7,5,0,17,33,14,25,19,42,8,23,5,19,4,12,7,8,25,5,17,1,39,15,4,51,8,19,18,9,6,10,11,8,6,4,22,12,18,4,16,6,23,8,25,23,8,30,0,12,10,5,35,22,40,6,2,0,12,12,31,22,2,6,4,27,10,7,19,4,32,21,4,2,13,3,7,34,10,2,33,19,24,52,24,6,31,10,5,42,5,17,16,42,27,7
13,40,17,25,13,14,5,4,52,15,34,4,3,13,32,3,36,26,7,4,8,4,41,21,1,34,15,16,1,52,0,1,9,12,20,13,34,45,13,14,6,0,23,20,34,23,20,8,11,26,10,13,27,16,38,4,14,7,0,0,19,15,3,30,2,39,15,41,13,2,21,15,14,4,33,11,25,11,3,1,10,2,14,2,24,11,20,33,5,35,6,25,4,6,26,13,0,6,30,42,0,33,0,3,11,14,1,3,8,8,16,23,1,13,14,11,22,1,29,14,13,10,22,0,25,16,22,7,29,28,18,27,42,6,5,19,11,31,0,18,15,38,7,15,5,46,19,26,14,11,15,24,21,29,16,28,23
22,24,6,34,26,10,18,4,1,26,6,1,8,21,25,0,25,3,18,20,5,6,10,16,13,5,15,8,29,5,7,42,17,8,5,51,31,7,9,19,12,9,14,4,13,1,16,24,23,30,1,9,6,4,5,9,16,4,0,27,5,8,6,11,20,21,14,20,19,7,48,12,11,35,0,31,10,7,8,18,13,6,28,55,19,15,15,2,3,17,3,0,5,10,34,7,3,23,36,23,5,4,1,3,16,2,35,0,26,21,16,21,16,14,2,6,24,0,5,25,20,26,26,2,0,10,12,20,22,25,14,15,12,32,6,3,4,40,5,13,46,10,20,15,0,24,17,4,11,5,3,0,3,26,9,28,16
7,20,25,12,22,11,30,14,10,13,9,35,1,8,0,6,2,14,15,13,34,4,21,3,30,10,18,39,24,34,19,9,10,28,55,6,21,11,11,50,25,18,14,29,16,14,27,26,13,8,4,8,16,20,26,35,7,22,41,33,41,11,15,17,2,3,26,1,4,22,10,14,42,24,7,8,5,18,24,8,22,8,0,31,7,17,13,19,24,38,9,37,9,8,36,8,15,27,9,28,24,48,12,43,27,46,5,48,28,8,22,33,18,14,4,48,22,19,39,35,7,18,4,33,14,3,27,32,9,40,56,11,42,42,15,9,9,16,33,20,14,11,39,6,18,5,10,7,3,15,6,3,12,43,8,31,5
36,37,46,21,4,25,17,15,5,0,19,30,14,41,31,7,13,36,27,20,26,31,10,2,9,28,13,16,3,3,22,10,24,18,3,2,6,13,48,8,23,11,16,28,1,6,17,31,8,3,15,3,8,4,5,12,2,24,0,15,37,17,19,21,37,39,9,33,0,2,18,5,9,5,29,35,19,20,32,1,2,19,14,34,29,23,3,1,4,17,8,25,3,15,18,29,23,18,8,5,3,2,7,5,14,38,6,2,26,3,6,12,7,12,43,17,10,23,32,35,19,0,5,19,6,12,21,11,12,11,16,11,29,17,28,12,6,12,12,16,22,36,2,6,31,27,10,37,27,14,20,20,6,46,30,2,9
42,17,9,0,28,0,21,2,6,21,9,11,18,37,22,7,29,15,20,10,19,51,15,36,42,19,46,48,34,10,15,15,20,32,23,41,6,3,41,45,15,33,4,27,9,5,16,27,24,4,18,29,18,10,11,9,22,19,21,28,28,26,31,21,11,27,1,31,26,15,29,8,19,20,6,5,60,30,10,1,30,18,49,8,32,11,17,9,21,26,27,10,12,5,8,12,15,32,22,1,14,11,18,10,3,16,15,52,10,11,14,36,1,21,25,7,29,3,19,15,4,35,8,15,25,29,31,9,6,31,14,37,20,12,20,17,40,8,3,17,3,31,25,5,21,11,15,19,4,23,14,5,0,7,11,56,20
16,3,7,15,28,1,4,0,9,13,40,24,19,12,4,19,6,1,31,63,9,39,36,28,10,1,7,13,15,17,11,38,26,13,2,1,0,32,24,39,23,25,6,8,12,9,6,16,8,6,6,6,19,21,11,8,9,8,33,11,7,36,30,10,0,17,21,23,12,28,30,9,12,26,6,29,35,16,20,22,7,7,10,22,1,23,0,24,39,29,0,3,5,9,3,4,40,7,13,54,20,12,24,37,11,27,6,29,13,10,15,10,24,1,21,14,0,35,11,26,9,13,7,6,13,9,6,46,19,27,24,9,30,19,12,26,0,21,1,6,28,13,33,36,7,17,14,6,32,36,30,25,2,18,26,23,22
28,2,15,24,6,28,34,2,38,46,36,1,27,12,17,1,35,28,3,22,30,10,36,25,2,1,4,17,1,7,4,3,14,36,12,11,21,5,13,15,3,10,5,12,23,6,19,11,2,5,5,8,19,32,17,30,40,23,25,31,19,6,19,0,21,10,22,45,2,3,22,0,27,22,2,6,21,16,23,2,12,8,6,36,25,4,10,27,13,5,11,0,21,10,16,30,28,2,9,20,15,53,40,13,10,20,6,38,6,23,6,6,4,25,0,13,17,18,9,7,15,20,12,7,9,14,20,18,4,2,22,7,20,6,20,5,9,7,82,38,1,5,40,3,25,9,26,17,22,33,19,9,23,31,3,11,10
10,28,29,0,28,16,28,14,17,0,7,33,21,8,45,16,1,3,10,20,19,26,11,6,8,26,8,45,10,17,13,5,5,19,5,7,23,5,16,20,3,22,23,27,8,2,3,1,1,22,31,14,5,15,8,23,9,5,13,29,9,11,15,5,14,18,12,25,21,10,33,4,28,3,29,15,3,24,13,25,19,32,5,22,40,39,26,40,29,14,5,17,10,25,8,23,22,16,40,18,23,5,24,1,21,15,7,36,36,4,15,11,42,9,24,1,10,48,1,20,25,32,47,21,36,20,8,57,17,4,15,43,9,34,17,36,26,19,36,14,16,27,17,2,8,4,0,14,0,12,22,0,12,15,10,35,4
18,44,11,0,14,12,11,1,1,51,11,5,28,18,27,17,31,12,25,22,16,5,2,5,51,16,21,28,23,2,4,37,20,47,1,14,25,21,11,27,3,17,2,26,23,9,41,2,5,26,25,11,21,11,2,32,44,9,22,17,51,12,15,6,22,24,17,18,15,30,36,11,6,33,55,34,29,0,0,17,27,22,3,1,15,52,4,21,9,5,24,14,1,6,0,27,20,3,8,12,19,6,7,16,25,2,8,9,2,30,7,27,57,4,10,41,2,9,40,3,27,39,16,20,40,10,6,5,24,16,22,12,1,2,52,27,21,23,15,0,5,10,6,19,2,28,35,2,0,25,21,15,19,57,24,40,19
